HCPCS,MOD,DESCRIPTION,STATUS
54416,,Remv/repl penis contain pros,A
54417,,Remv/replc penis pros compl,A
54420,,Revision of penis,A
54430,,Revision of penis,A
54435,,Revision of penis,A
54437,,Repair corporeal tear,A
54438,,Replantation of penis,A
54440,,Repair of penis,C
54450,,Preputial stretching,A
54500,,Biopsy of testis,A
54505,,Biopsy of testis,A
54512,,Excise lesion testis,A
54520,,Removal of testis,A
54522,,Orchiectomy partial,A
54530,,Removal of testis,A
54535,,Extensive testis surgery,A
54550,,Exploration for testis,A
54560,,Exploration for testis,A
54600,,Reduce testis torsion,A
54620,,Suspension of testis,A
54640,,Orchiopexy ingun/scrot appr,A
54650,,Orchiopexy (fowler-stephens),A
54660,,Revision of testis,A
54670,,Repair testis injury,A
54680,,Relocation of testis(es),A
54690,,Laparoscopy orchiectomy,A
54692,,Laparoscopy orchiopexy,A
54699,,Unlisted laps px testis,C
54700,,Drainage of scrotum,A
54800,,Biopsy of epididymis,A
54830,,Remove epididymis lesion,A
54840,,Remove epididymis lesion,A
54860,,Removal of epididymis,A
54861,,Removal of epididymis,A
54865,,Explore epididymis,A
54900,,Fusion of spermatic ducts,A
54901,,Fusion of spermatic ducts,A
55000,,Drainage of hydrocele,A
55040,,Removal of hydrocele,A
55041,,Removal of hydroceles,A
55060,,Repair of hydrocele,A
55100,,Drainage of scrotum abscess,A
55110,,Explore scrotum,A
55120,,Removal of scrotum lesion,A
55150,,Removal of scrotum,A
55175,,Revision of scrotum,A
55180,,Revision of scrotum,A
55200,,Incision of sperm duct,A
55250,,Removal of sperm duct(s),A
55300,,Prepare sperm duct x-ray,A
55400,,Repair of sperm duct,A
55500,,Removal of hydrocele,A
55520,,Removal of sperm cord lesion,A
55530,,Revise spermatic cord veins,A
55535,,Revise spermatic cord veins,A
55540,,Revise hernia & sperm veins,A
55550,,Laparo ligate spermatic vein,A
55559,,Unlstd laps px sprmatic cord,C
55600,,Incise sperm duct pouch,A
55605,,Incise sperm duct pouch,A
55650,,Remove sperm duct pouch,A
55680,,Remove sperm pouch lesion,A
55700,,Biopsy of prostate,A
55705,,Biopsy of prostate,A
55706,,Prostate saturation sampling,A
55720,,Drainage of prostate abscess,A
55725,,Drainage of prostate abscess,A
55801,,Removal of prostate,A
55810,,Extensive prostate surgery,A
55812,,Extensive prostate surgery,A
55815,,Extensive prostate surgery,A
55821,,Removal of prostate,A
55831,,Removal of prostate,A
55840,,Extensive prostate surgery,A
55842,,Extensive prostate surgery,A
55845,,Extensive prostate surgery,A
55860,,Surgical exposure prostate,A
55862,,Extensive prostate surgery,A
55865,,Extensive prostate surgery,A
55866,,Laps surg prst8ect rpbic rad,A
55867,,Laps surg prst8ect smpl stot,A
55870,,Electroejaculation,A
55873,,Cryoablate prostate,A
55874,,Tprnl plmt biodegrdabl matrl,A
55875,,Transperi needle place pros,A
55876,,Place rt device/marker pros,A
55880,,Abltj mal prst8 tiss hifu,A
55899,,Unlisted px male genital sys,C
55920,,Place needles pelvic for rt,A
55970,,Sex transformation m to f,C
55980,,Sex transformation f to m,C
56405,,I & d of vulva/perineum,A
56420,,Drainage of gland abscess,A
56440,,Surgery for vulva lesion,A
56441,,Lysis of labial lesion(s),A
56442,,Hymenotomy,A
56501,,Destroy vulva lesions sim,A
56515,,Destroy vulva lesion/s compl,A
56605,,Biopsy of vulva/perineum,A
56606,,Biopsy of vulva/perineum,A
56620,,Partial removal of vulva,A
56625,,Complete removal of vulva,A
56630,,Extensive vulva surgery,A
56631,,Extensive vulva surgery,A
56632,,Extensive vulva surgery,A
56633,,Extensive vulva surgery,A
56634,,Extensive vulva surgery,A
56637,,Extensive vulva surgery,A
56640,,Extensive vulva surgery,A
56700,,Partial removal of hymen,A
56740,,Remove vagina gland lesion,A
56800,,Repair of vagina,A
56805,,Repair clitoris,A
56810,,Repair of perineum,A
56820,,Exam of vulva w/scope,A
56821,,Exam/biopsy of vulva w/scope,A
57000,,Exploration of vagina,A
57010,,Drainage of pelvic abscess,A
57020,,Drainage of pelvic fluid,A
57022,,I & d vaginal hematoma pp,A
57023,,I & d vag hematoma non-ob,A
57061,,Destroy vag lesions simple,A
57065,,Destroy vag lesions complex,A
57100,,Biopsy of vagina,A
57105,,Biopsy of vagina,A
57106,,Remove vagina wall partial,A
57107,,Remove vagina tissue part,A
57109,,Vaginectomy partial w/nodes,A
57110,,Remove vagina wall complete,A
57111,,Remove vagina tissue compl,A
57120,,Closure of vagina,A
57130,,Remove vagina lesion,A
57135,,Remove vagina lesion,A
57150,,Treat vagina infection,A
57155,,Insert uteri tandem/ovoids,A
57156,,Ins vag brachytx device,A
57160,,Insert pessary/other device,A
57170,,Fitting of diaphragm/cap,A
57180,,Treat vaginal bleeding,A
57200,,Repair of vagina,A
57210,,Repair vagina/perineum,A
57220,,Revision of urethra,A
57230,,Repair of urethral lesion,A
57240,,Anterior colporrhaphy,A
57250,,Repair rectum & vagina,A
57260,,Cmbn ant pst colprhy,A
57265,,Cmbn ap colprhy w/ntrcl rpr,A
57267,,Insert mesh/pelvic flr addon,A
57268,,Repair of bowel bulge,A
57270,,Repair of bowel pouch,A
57280,,Suspension of vagina,A
57282,,Colpopexy extraperitoneal,A
57283,,Colpopexy intraperitoneal,A
57284,,Repair paravag defect open,A
57285,,Repair paravag defect vag,A
57287,,Revise/remove sling repair,A
57288,,Repair bladder defect,A
57289,,Repair bladder & vagina,A
57291,,Construction of vagina,A
57292,,Construct vagina with graft,A
57295,,Revise vag graft via vagina,A
57296,,Revise vag graft open abd,A
57300,,Repair rectum-vagina fistula,A
57305,,Repair rectum-vagina fistula,A
57307,,Fistula repair & colostomy,A
57308,,Fistula repair transperine,A
57310,,Repair urethrovaginal lesion,A
57311,,Repair urethrovaginal lesion,A
57320,,Repair bladder-vagina lesion,A
57330,,Repair bladder-vagina lesion,A
57335,,Repair vagina,A
57400,,Dilation of vagina,A
57410,,Pelvic examination,A
57415,,Remove vaginal foreign body,A
57420,,Exam of vagina w/scope,A
57421,,Exam/biopsy of vag w/scope,A
57423,,Repair paravag defect lap,A
57425,,Laparoscopy surg colpopexy,A
57426,,Revise prosth vag graft lap,A
57452,,Exam of cervix w/scope,A
57454,,Bx/curett of cervix w/scope,A
57455,,Biopsy of cervix w/scope,A
57456,,Endocerv curettage w/scope,A
57460,,Bx of cervix w/scope leep,A
57461,,Conz of cervix w/scope leep,A
57465,,Cam cervix uteri drg colp,A
57500,,Biopsy of cervix,A
57505,,Endocervical curettage,A
57510,,Cauterization of cervix,A
57511,,Cryocautery of cervix,A
57513,,Laser surgery of cervix,A
57520,,Conization of cervix,A
57522,,Conization of cervix,A
57530,,Removal of cervix,A
57531,,Removal of cervix radical,A
57540,,Removal of residual cervix,A
57545,,Remove cervix/repair pelvis,A
57550,,Removal of residual cervix,A
57555,,Remove cervix/repair vagina,A
57556,,Remove cervix repair bowel,A
57558,,D&c of cervical stump,A
57700,,Revision of cervix,A
57720,,Revision of cervix,A
57800,,Dilation of cervical canal,A
58100,,Biopsy of uterus lining,A
58110,,Bx done w/colposcopy add-on,A
58120,,Dilation and curettage,A
58140,,Myomectomy abdom method,A
58145,,Myomectomy vag method,A
58146,,Myomectomy abdom complex,A
58150,,Total hysterectomy,A
58152,,Total hysterectomy,A
58180,,Partial hysterectomy,A
58200,,Extensive hysterectomy,A
58210,,Extensive hysterectomy,A
58240,,Removal of pelvis contents,A
58260,,Vaginal hysterectomy,A
58262,,Vag hyst including t/o,A
58263,,Vag hyst w/t/o & vag repair,A
58267,,Vag hyst w/urinary repair,A
58270,,Vag hyst w/enterocele repair,A
58275,,Hysterectomy/revise vagina,A
58280,,Hysterectomy/revise vagina,A
58285,,Extensive hysterectomy,A
58290,,Vag hyst complex,A
58291,,Vag hyst incl t/o complex,A
58292,,Vag hyst t/o & repair compl,A
58294,,Vag hyst w/enterocele compl,A
58300,,Insert intrauterine device,N
58301,,Remove intrauterine device,A
58321,,Artificial insemination,A
58322,,Artificial insemination,A
58323,,Sperm washing,A
58340,,Catheter for hysterography,A
58345,,Reopen fallopian tube,A
58346,,Insert heyman uteri capsule,A
58350,,Reopen fallopian tube,A
58353,,Endometr ablate thermal,A
58356,,Endometrial cryoablation,A
58400,,Suspension of uterus,A
58410,,Suspension of uterus,A
58520,,Repair of ruptured uterus,A
58540,,Revision of uterus,A
58541,,Lsh uterus 250 g or less,A
58542,,Lsh w/t/o ut 250 g or less,A
58543,,Lsh uterus above 250 g,A
58544,,Lsh w/t/o uterus above 250 g,A
58545,,Laparoscopic myomectomy,A
58546,,Laparo-myomectomy complex,A
58548,,Lap radical hyst,A
58550,,Laparo-asst vag hysterectomy,A
58552,,Laparo-vag hyst incl t/o,A
58553,,Laparo-vag hyst complex,A
58554,,Laparo-vag hyst w/t/o compl,A
58555,,Hysteroscopy dx sep proc,A
58558,,Hysteroscopy biopsy,A
58559,,Hysteroscopy lysis,A
58560,,Hysteroscopy resect septum,A
58561,,Hysteroscopy remove myoma,A
58562,,Hysteroscopy remove fb,A
58563,,Hysteroscopy ablation,A
58565,,Hysteroscopy sterilization,A
58570,,Tlh uterus 250 g or less,A
58571,,Tlh w/t/o 250 g or less,A
58572,,Tlh uterus over 250 g,A
58573,,Tlh w/t/o uterus over 250 g,A
58575,,Laps tot hyst resj mal,A
58578,,Unlisted laps px uterus,C
58579,,Unlisted hystsc px uterus,C
58580,,Transcrv abltj utrn fibrd rf,A
58600,,Division of fallopian tube,A
58605,,Division of fallopian tube,A
58611,,Ligate oviduct(s) add-on,A
58615,,Occlude fallopian tube(s),A
58660,,Laparoscopy lysis,A
58661,,Laparoscopy remove adnexa,A
58662,,Laparoscopy excise lesions,A
58670,,Laparoscopy tubal cautery,A
58671,,Laparoscopy tubal block,A
58672,,Laparoscopy fimbrioplasty,A
58673,,Laparoscopy salpingostomy,A
58674,,Laps abltj uterine fibroids,A
58679,,Unlisted laps px ovidct ovry,C
58700,,Removal of fallopian tube,A
58720,,Removal of ovary/tube(s),A
58740,,Adhesiolysis tube ovary,A
58750,,Repair oviduct,A
58752,,Revise ovarian tube(s),A
58760,,Fimbrioplasty,A
58770,,Create new tubal opening,A
58800,,Drainage of ovarian cyst(s),A
58805,,Drainage of ovarian cyst(s),A
58820,,Drain ovary abscess open,A
58822,,Drain ovary abscess percut,A
58825,,Transposition ovary(s),A
58900,,Biopsy of ovary(s),A
58920,,Partial removal of ovary(s),A
58925,,Removal of ovarian cyst(s),A
58940,,Removal of ovary(s),A
58943,,Removal of ovary(s),A
58950,,Resect ovarian malignancy,A
58951,,Resect ovarian malignancy,A
58952,,Resect ovarian malignancy,A
58953,,Tah rad dissect for debulk,A
58954,,Tah rad debulk/lymph remove,A
58956,,Bso omentectomy w/tah,A
58957,,Resect recurrent gyn mal,A
58958,,Resect recur gyn mal w/lym,A
58960,,Exploration of abdomen,A
58970,,Retrieval of oocyte,A
58974,,Transfer of embryo,C
58976,,Transfer of embryo,A
58999,,Unlisted px fml genital sys,C
59000,,Amniocentesis diagnostic,A
59001,,Amniocentesis therapeutic,A
59012,,Fetal cord puncture prenatal,A
59015,,Chorion biopsy,A
59020,,Fetal contract stress test,A
59020,TC,Fetal contract stress test,A
59020,26,Fetal contract stress test,A
59025,,Fetal non-stress test,A
59025,TC,Fetal non-stress test,A
59025,26,Fetal non-stress test,A
59030,,Fetal scalp blood sample,A
59050,,Fetal monitor w/report,A
59051,,Fetal monitor/interpret only,A
59070,,Transabdom amnioinfus w/us,A
59072,,Umbilical cord occlud w/us,A
59074,,Fetal fluid drainage w/us,A
59076,,Fetal shunt placement w/us,A
59100,,Remove uterus lesion,A
59120,,Treat ectopic pregnancy,A
59121,,Treat ectopic pregnancy,A
59130,,Treat ectopic pregnancy,A
59136,,Treat ectopic pregnancy,A
59140,,Treat ectopic pregnancy,A
59150,,Treat ectopic pregnancy,A
59151,,Treat ectopic pregnancy,A
59160,,D & c after delivery,A
59200,,Insert cervical dilator,A
59300,,Episiotomy or vaginal repair,A
59320,,Revision of cervix,A
59325,,Revision of cervix,A
59350,,Repair of uterus,A
59400,,Obstetrical care,A
59409,,Obstetrical care,A
59410,,Obstetrical care,A
59412,,Antepartum manipulation,A
59414,,Deliver placenta,A
59425,,Antepartum care only,A
59426,,Antepartum care only,A
59430,,Care after delivery,A
59510,,Cesarean delivery,A
59514,,Cesarean delivery only,A
59515,,Cesarean delivery,A
59525,,Remove uterus after cesarean,A
59610,,Vbac delivery,A
59612,,Vbac delivery only,A
59614,,Vbac care after delivery,A
59618,,Attempted vbac delivery,A
59620,,Attempted vbac delivery only,A
59622,,Attempted vbac after care,A
59812,,Treatment of miscarriage,A
59820,,Care of miscarriage,A
59821,,Treatment of miscarriage,A
59830,,Treat uterus infection,A
59840,,Abortion,R
59841,,Abortion,R
59850,,Abortion,R
59851,,Abortion,R
59852,,Abortion,R
59855,,Abortion,R
59856,,Abortion,R
59857,,Abortion,R
59866,,Abortion (mpr),R
59870,,Evacuate mole of uterus,A
59871,,Remove cerclage suture,A
59897,,Unlisted fetal invas px w/us,C
59898,,Unlstd laps px mat care&dlvr,C
59899,,Unlisted px mat care&dlvr,C
60000,,Drain thyroid/tongue cyst,A
6005F,,Care level rationale doc,I
6010F,,Dysphag test done b/4 eating,I
60100,,Biopsy of thyroid,A
6015F,,Dysphag test done b/4 eating,I
6020F,,Npo (nothing-mouth) ordered,I
60200,,Remove thyroid lesion,A
60210,,Partial thyroid excision,A
60212,,Partial thyroid excision,A
60220,,Partial removal of thyroid,A
60225,,Partial removal of thyroid,A
60240,,Removal of thyroid,A
60252,,Removal of thyroid,A
60254,,Extensive thyroid surgery,A
60260,,Repeat thyroid surgery,A
60270,,Removal of thyroid,A
60271,,Removal of thyroid,A
60280,,Remove thyroid duct lesion,A
60281,,Remove thyroid duct lesion,A
6030F,,Max sterile barriers flwd,I
60300,,Aspir/inj thyroid cyst,A
6040F,,Appro rad ds dvcs techs docd,I
6045F,,Radxps in end rprt4fluro pxd,I
60500,,Explore parathyroid glands,A
60502,,Re-explore parathyroids,A
60505,,Explore parathyroid glands,A
60512,,Autotransplant parathyroid,A
60520,,Removal of thymus gland,A
60521,,Removal of thymus gland,A
60522,,Removal of thymus gland,A
60540,,Explore adrenal gland,A
60545,,Explore adrenal gland,A
60600,,Remove carotid body lesion,A
60605,,Remove carotid body lesion,A
60650,,Laparoscopy adrenalectomy,A
60659,,Unlisted laps px endoc sys,C
60699,,Unlisted px endocrine system,C
6070F,,Pt asked/cnsld aed effects,I
6080F,,Pt/caregiver queried falls,I
6090F,,Pt/caregiver counsel safety,I
6100F,,Verify pt site pxd docd,I
61000,,Remove cranial cavity fluid,A
61001,,Remove cranial cavity fluid,A
6101F,,Safety counseling dementia,I
6102F,,Safety counseling dem order,I
61020,,Remove brain cavity fluid,A
61026,,Injection into brain canal,A
61050,,Remove brain canal fluid,A
61055,,Injection into brain canal,A
61070,,Brain canal shunt procedure,A
6110F,,Counsel prov driving risks,I
61105,,Twist drill hole,A
61107,,Drill skull for implantation,A
61108,,Drill skull for drainage,A
61120,,Burr hole for puncture,A
61140,,Pierce skull for biopsy,A
61150,,Pierce skull for drainage,A
61151,,Pierce skull for drainage,A
61154,,Pierce skull & remove clot,A
61156,,Pierce skull for drainage,A
61210,,Pierce skull implant device,A
61215,,Insert brain-fluid device,A
61250,,Pierce skull & explore,A
61253,,Pierce skull & explore,A
61304,,Open skull for exploration,A
61305,,Open skull for exploration,A
61312,,Open skull for drainage,A
61313,,Open skull for drainage,A
61314,,Open skull for drainage,A
61315,,Open skull for drainage,A
61316,,Implt cran bone flap to abdo,A
61320,,Open skull for drainage,A
61321,,Open skull for drainage,A
61322,,Decompressive craniotomy,A
61323,,Decompressive lobectomy,A
61330,,Decompress eye socket,A
61333,,Explore orbit/remove lesion,A
61340,,Subtemporal decompression,A
61343,,Incise skull (press relief),A
61345,,Relieve cranial pressure,A
61450,,Incise skull for surgery,A
61458,,Incise skull for brain wound,A
61460,,Incise skull for surgery,A
6150F,,Pt notrcvng1st antitnf txmnt,I
61500,,Removal of skull lesion,A
61501,,Remove infected skull bone,A
61510,,Removal of brain lesion,A
61512,,Remove brain lining lesion,A
61514,,Removal of brain abscess,A
61516,,Removal of brain lesion,A
61517,,Implt brain chemotx add-on,A
61518,,Removal of brain lesion,A
61519,,Remove brain lining lesion,A
61520,,Removal of brain lesion,A
61521,,Removal of brain lesion,A
61522,,Removal of brain abscess,A
61524,,Removal of brain lesion,A
61526,,Removal of brain lesion,A
61530,,Removal of brain lesion,A
61531,,Implant brain electrodes,A
61533,,Implant brain electrodes,A
61534,,Removal of brain lesion,A
61535,,Remove brain electrodes,A
61536,,Removal of brain lesion,A
61537,,Removal of brain tissue,A
61538,,Removal of brain tissue,A
61539,,Removal of brain tissue,A
61540,,Removal of brain tissue,A
61541,,Incision of brain tissue,A
61543,,Removal of brain tissue,A
61544,,Remove & treat brain lesion,A
61545,,Excision of brain tumor,A
61546,,Removal of pituitary gland,A
61548,,Removal of pituitary gland,A
61550,,Release of skull seams,A
61552,,Release of skull seams,A
61556,,Incise skull/sutures,A
61557,,Incise skull/sutures,A
61558,,Excision of skull/sutures,A
61559,,Excision of skull/sutures,A
61563,,Excision of skull tumor,A
61564,,Excision of skull tumor,A
61566,,Removal of brain tissue,A
61567,,Incision of brain tissue,A
61570,,Remove foreign body brain,A
61571,,Incise skull for brain wound,A
61575,,Skull base/brainstem surgery,A
61576,,Skull base/brainstem surgery,A
61580,,Craniofacial approach skull,A
61581,,Craniofacial approach skull,A
61582,,Craniofacial approach skull,A
61583,,Craniofacial approach skull,A
61584,,Orbitocranial approach/skull,A
61585,,Orbitocranial approach/skull,A
61586,,Resect nasopharynx skull,A
61590,,Infratemporal approach/skull,A
61591,,Infratemporal approach/skull,A
61592,,Orbitocranial approach/skull,A
61595,,Transtemporal approach/skull,A
61596,,Transcochlear approach/skull,A
61597,,Transcondylar approach/skull,A
61598,,Transpetrosal approach/skull,A
61600,,Resect/excise cranial lesion,A
61601,,Resect/excise cranial lesion,A
61605,,Resect/excise cranial lesion,A
61606,,Resect/excise cranial lesion,A
61607,,Resect/excise cranial lesion,A
